Sentence #	Word	POS	Tag
	só	ADV	O
	mais	ADV	O
	um	NUM	O
	romancezinho	NOUN	B-asp
	americano	ADJ	O
	sem	ADP	O
	sal	NOUN	O
	,	PUNCT	O
	com	ADP	O
	a	DET	O
	menininha	NOUN	O
	bonita	ADJ	O
	,	PUNCT	O
	mas	CCONJ	O
	tímida	ADJ	O
	,	PUNCT	O
	que	PRON	O
	faz	VERB	O
	de	ADP	O
	tudo	PRON	O
	pra	SCONJ	O
	ser	AUX	O
	invisível	ADJ	O
	e	CCONJ	O
	o	DET	O
	cara	NOUN	O
	"	PUNCT	O
	perfeito	ADJ	O
	"	PUNCT	O
	.	PUNCT	O
Sentence: 15	Livro	NOUN	O
	bem	ADV	O
	chatinho	ADJ	O
	.	PUNCT	O
Sentence: 16	Um	DET	O
	ótimo	ADJ	O
	livro	NOUN	B-asp
	,	PUNCT	O
	além	ADV	O
	de	ADP	O
	ser	AUX	O
	um	DET	O
	ótimo	ADJ	O
	alerta	NOUN	O
	para	ADP	O
	uma	DET	O
	potencial	ADJ	O
	distopia	NOUN	O
	,	PUNCT	O
	em	ADP	O
	contraponto	NOUN	O
	a	ADP	O
	utopia	NOUN	O
	tão	ADV	O
	sonhada	ADJ	O
	por	ADP	O
	os	DET	O
	homens	NOUN	O
	de	ADP	O
	o	DET	O
	medievo	NOUN	O
	e	CCONJ	O
	início	NOUN	O
	de	ADP	O
	a	DET	O
	modernidade	NOUN	O
	.	PUNCT	O
Sentence: 17	O	DET	O
	devaneio	NOUN	O
	de	ADP	O
	uma	DET	O
	sociedade	NOUN	O
	perfeita	ADJ	O
	e	CCONJ	O
	fraterna	ADJ	O
	,	PUNCT	O
	deu	VERB	O
	lugar	NOUN	O
	a	ADP	O
	a	DET	O
	perspectiva	NOUN	O
	de	ADP	O
	o	DET	O
	extremo	ADJ	O
	totalitarismo	NOUN	O
	,	PUNCT	O
	em	ADP	O
	a	DET	O
	qual	PRON	O
	até	ADP	O
	a	DET	O
	liberdade	NOUN	O
	de	ADP	O
	opinião	NOUN	O
	,	PUNCT	O
	inclusive	ADV	O
	a	ADP	O
	não	ADV	O
	expressada	VERB	O
	,	PUNCT	O
	é	AUX	O
	perseguido	VERB	O
	como	ADP	O
	pensamento-crime	NOUN	O
	.	PUNCT	O
Sentence: 18	Sabe-se	VERB	O
	muito	ADV	O
	bem	ADV	O
	que	SCONJ	O
	este	DET	O
	pessimismo	NOUN	O
	vigente	ADJ	O
	em	ADP	O
	a	DET	O
	data	NOUN	O
	de	ADP	O
	lançamento	NOUN	O
	de	ADP	O
	o	DET	O
	livro	NOUN	B-asp
	se	PRON	O
	deu	VERB	O
	devido	ADV	O
	a	ADP	O
	a	ADP	O
	duas	NUM	O
	guerras	NOUN	O
	mundiais	ADJ	O
	,	PUNCT	O
	em	ADP	O
	a	DET	O
	qual	PRON	O
	uma	NUM	O
	a	ADP	O
	pouco	NOUN	O
	findara	VERB	O
	,	PUNCT	O
	ditaduras	NOUN	O
	de	ADP	O
	Franco	PROPN	O
	e	CCONJ	O
	Salazar	PROPN	O
	em	ADP	O
	a	DET	O
	península	NOUN	O
	ibérica	ADJ	O
	,	PUNCT	O
	o	DET	O
	fascismo	NOUN	O
	pregado	VERB	O
	por	ADP	O
	Hitler	PROPN	O
	e	CCONJ	O
	Mussolini	PROPN	O
	,	PUNCT	O
	a	DET	O
	revolução	NOUN	O
	social	ADJ	O
	Chinesa	PROPN	O
	,	PUNCT	O
	além	ADV	O
	de	ADP	O
	a	DET	O
	malfadada	ADJ	O
	traição	NOUN	O
	 	SPACE	O
	cometida	VERB	O
	por	ADP	O
	o	DET	O
	amigerado	NOUN	O
	Joseph	PROPN	O
	Stalin	PROPN	O
	.	PUNCT	O
Sentence: 19	Prefiro	VERB	O
	restringir	VERB	O
	meu	DET	O
	comentário	NOUN	O
	sobre	ADP	O
	o	DET	O
	livro	NOUN	B-asp
	A	ADP	O
	as	DET	O
	breves	ADJ	O
	linhas	NOUN	O
	acima	ADV	O
	,	PUNCT	O
	em	ADP	O
	respeito	NOUN	O
	a	ADP	O
	os	DET	O
	futuros	ADJ	O
	leitores	NOUN	B-asp
	,	PUNCT	O
	mas	CCONJ	O
	aconselho	VERB	O
	o	DET	O
	livro	NOUN	B-asp
	tanto	ADV	O
	como	ADP	O
	uma	DET	O
	leitura	NOUN	B-asp
	"	PUNCT	O
	lúdica	ADJ	O
	"	PUNCT	O
	quando	ADV	O
	 	SPACE	O
	como	ADP	O
	um	DET	O
	questionamento	NOUN	O
	sobre	ADP	O
	os	DET	O
	limites	NOUN	O
	de	ADP	O
	a	DET	O
	insanidade	NOUN	O
	humana	ADJ	O
	em	ADP	O
	busca	NOUN	O
	de	ADP	O
	o	DET	O
	poder	NOUN	O
	.	PUNCT	O
	"	PUNCT	O
	"	PUNCT	O
Sentence: 20	O	DET	O
	Poder	PROPN	O
	por	ADP	O
	o	DET	O
	Poder	PROPN	O
	"	PROPN	O
	"	PUNCT	O
	!	PUNCT	O
Sentence: 21	Orwell	PROPN	O
	em	ADP	O
	Apogeu	PROPN	O
	A	DET	O
	trama	NOUN	B-asp
	se	PRON	O
	passa	VERB	O
	em	ADP	O
	um	DET	O
	futuro	NOUN	O
	fictício	ADJ	O
	–	PUNCT	O
	1984	NUM	O
	–	PUNCT	O
	em	ADP	O
	que	PRON	O
	o	DET	O
	mundo	NOUN	O
	é	AUX	O
	dominado	VERB	O
	por	ADP	O
	três	NUM	O
	grandes	ADJ	O
	nações	NOUN	O
	socialistas	ADJ	O
	.	PUNCT	O
Sentence: 22	Em	ADP	O
	elas	PRON	O
	,	PUNCT	O
	o	DET	O
	livre	ADJ	O
	pensamento	NOUN	O
	é	AUX	O
	uma	DET	O
	abominação	NOUN	O
	,	PUNCT	O
	e	CCONJ	O
	a	DET	O
	liberdade	NOUN	O
	é	AUX	O
	um	DET	O
	ideal	NOUN	O
	pútrido	ADJ	O
	.	PUNCT	O
Sentence: 23	Em	ADP	O
	meio	NOUN	O
	a	ADP	O
	esse	DET	O
	cenário	NOUN	B-asp
	sombrio	ADJ	O
	,	PUNCT	O
	o	DET	O
	membro	NOUN	O
	de	ADP	O
	o	DET	O
	partido	NOUN	O
	Winston	PROPN	O
	encontra-se	VERB	O
	com	ADP	O
	as	DET	O
	idéias	NOUN	O
	liberais	ADJ	O
	,	PUNCT	O
	e	CCONJ	O
	por	ADP	O
	aí	ADV	O
	se	PRON	O
	desenrola	VERB	O
	a	DET	O
	história	NOUN	B-asp
	:	PUNCT	O
	Um	DET	O
	romance	NOUN	B-asp
	intrigante	ADJ	O
	e	CCONJ	O
	dinâmico	ADJ	O
	,	PUNCT	O
	repleto	ADJ	O
	de	ADP	O
	críticas	NOUN	O
	a	ADP	O
	o	DET	O
	modo	NOUN	O
	de	ADP	O
	governo	NOUN	O
	de	ADP	O
	a	DET	O
	Rússia	PROPN	O
	stalinista	ADJ	O
	.	PUNCT	O
Sentence: 24	Não	ADV	O
	obstante	ADV	O
	,	PUNCT	O
	Orwell	PROPN	O
	vai	VERB	O
	além	ADV	O
	,	PUNCT	O
	repensando	VERB	O
	a	DET	O
	própria	DET	O
	natureza	NOUN	O
	humana	ADJ	O
	em	ADP	O
	pontos	NOUN	O
	críticos	ADJ	O
	:	PUNCT	O
	A	DET	O
	dinâmica	NOUN	O
	das	ADP	O
	classes	NOUN	O
	,	PUNCT	O
	a	DET	O
	procura	NOUN	O
	essencial	ADJ	O
	pela	ADP	O
	razão	NOUN	O
	e	CCONJ	O
	por	ADP	O
	a	DET	O
	liberdade	NOUN	O
	e	CCONJ	O
	os	DET	O
	conflitos	NOUN	O
	que	PRON	O
	esses	DET	O
	eventos	NOUN	O
	geram	VERB	O
	.	PUNCT	O
Sentence: 25	O	DET	O
	grande	ADJ	O
	irmão	NOUN	O
	.	PUNCT	O
Sentence: 26	 	SPACE	O
	Um	NUM	O
	de	ADP	O
	os	DET	O
	meus	PRON	O
	preferido	ADJ	O
	,	PUNCT	O
	li	VERB	O
	duas	NUM	O
	vezes	NOUN	O
	,	PUNCT	O
	em	ADP	O
	momentos	NOUN	O
	bem	ADV	O
	diferentes	ADJ	O
	,	PUNCT	O
	e	CCONJ	O
	e	CCONJ	O
	cada	DET	O
	leitura	NOUN	B-asp
	permite	VERB	O
	novas	ADJ	O
	interpretações	NOUN	O
	,	PUNCT	O
	ainda	ADV	O
	mais	ADV	O
	em	ADP	O
	tempos	NOUN	O
	de	ADP	O
	big	PROPN	O
	brother	PROPN	O
	.	PUNCT	O
Sentence: 27	Pretendo	VERB	O
	reler	VERB	O
	(	PUNCT	O
	este	PRON	O
	merece	VERB	O
	!	PUNCT	O
	)	PUNCT	O
Sentence: 28	Só	ADV	O
	consegui	VERB	O
	pensar	VERB	O
	em	ADP	O
	uma	DET	O
	única	ADJ	O
	coisa	NOUN	O
	durante	ADP	O
	toda	DET	O
	a	DET	O
	leitura	NOUN	B-asp
	de	ADP	O
	o	DET	O
	livro	NOUN	B-asp
	:	PUNCT	O
	o	DET	O
	quanto	PRON	O
	o	DET	O
	Estado	NOUN	O
	descrito	VERB	O
	em	ADP	O
	a	DET	O
	obra	NOUN	B-asp
	se	PRON	O
	assemelha	VERB	O
	a	ADP	O
	a	DET	O
	religião	NOUN	O
	em	ADP	O
	os	DET	O
	dias	NOUN	O
	atuais	ADJ	O
	.	PUNCT	O
Sentence: 29	Resumo	PROPN	O
	de	ADP	O
	o	DET	O
	livro	NOUN	B-asp
	Crepúsculo	PROPN	O
	.	PUNCT	O
Sentence: 30	Crepúsculo	NOUN	O
	poderia	VERB	O
	ser	VERB	O
	como	ADP	O
	qualquer	DET	O
	outra	DET	O
	história	NOUN	O
	não	ADV	O
	fosse	AUX	O
	um	DET	O
	elemento	NOUN	O
	irresistível	ADJ	O
	:	PUNCT	O
	o	DET	O
	objeto	NOUN	O
	de	ADP	O
	a	DET	O
	paixão	NOUN	O
	de	ADP	O
	a	DET	O
	protagonista	NOUN	B-asp
	é	AUX	O
	um	DET	O
	vampiro	NOUN	O
	.	PUNCT	O
Sentence: 31	Assim	ADV	O
	,	PUNCT	O
	soma-se	VERB	O
	a	ADP	O
	a	DET	O
	paixão	NOUN	O
	um	DET	O
	perigo	NOUN	O
	sobrenatural	ADJ	O
	temperado	VERB	O
	com	ADP	O
	muito	ADV	O
	suspense	NOUN	B-asp
	,	PUNCT	O
	e	CCONJ	O
	o	DET	O
	resultado	NOUN	O
	é	AUX	O
	uma	DET	O
	leitura	NOUN	B-asp
	de	SCONJ	O
	tirar	VERB	O
	o	DET	O
	fôlego	NOUN	O
	–	PUNCT	O
	um	DET	O
	romance	NOUN	B-asp
	repleto	ADJ	O
	de	ADP	O
	as	DET	O
	angústias	NOUN	O
	e	CCONJ	O
	incertezas	NOUN	O
	de	ADP	O
	a	DET	O
	juventude	NOUN	O
	–	PUNCT	O
	o	DET	O
	arrebatamento	NOUN	O
	,	PUNCT	O
	a	DET	O
	atração	NOUN	O
	,	PUNCT	O
	a	DET	O
	ansiedade	NOUN	O
	que	PRON	O
	antecede	VERB	O
	cada	DET	O
	palavra	NOUN	O
	,	PUNCT	O
	cada	DET	O
	gesto	NOUN	O
	,	PUNCT	O
	e	CCONJ	O
	todos	DET	O
	os	DET	O
	medos	NOUN	O
	.	PUNCT	O
Sentence: 32	Isabella	PROPN	O
	Swanchega	PROPN	O
	a	ADP	O
	a	DET	O
	nublada	VERB	O
	e	CCONJ	O
	chuvosa	NOUN	O
	cidadezinha	ADJ	O
	de	ADP	O
	Forks	PROPN	O
	–	PUNCT	O
	último	ADJ	O
	lugar	NOUN	O
	onde	PRON	O
	gostaria	VERB	O
	de	SCONJ	O
	viver	VERB	O
	.	PUNCT	O
Sentence: 33	Tenta	VERB	O
	se	PRON	O
	adaptar	VERB	O
	a	ADP	O
	a	DET	O
	vida	NOUN	O
	provinciana	ADJ	O
	em	ADP	O
	a	DET	O
	qual	PRON	O
	aparentemente	ADV	O
	todos	PRON	O
	se	PRON	O
	conhecem	VERB	O
	,	PUNCT	O
	lidar	VERB	O
	com	ADP	O
	sua	DET	O
	constrangedora	ADJ	O
	falta	NOUN	O
	de	ADP	O
	coordenação	NOUN	O
	motora	ADJ	O
	e	CCONJ	O
	se	PRON	O
	habituar	VERB	O
	a	SCONJ	O
	morar	VERB	O
	com	ADP	O
	um	DET	O
	pai	NOUN	O
	com	ADP	O
	quem	PRON	O
	nunca	ADV	O
	conviveu	VERB	O
	.	PUNCT	O
Sentence: 34	Em	ADP	O
	seu	DET	O
	destino	NOUN	O
	está	AUX	O
	Edward	PROPN	O
	Cullen	PROPN	O
	.	PUNCT	O
Sentence: 35	Ele	PRON	O
	é	AUX	O
	lindo	ADJ	O
	,	PUNCT	O
	perfeito	ADJ	O
	,	PUNCT	O
	misterioso	ADJ	O
	e	CCONJ	O
	,	PUNCT	O
	a	DET	O
	a	DET	O
	primeira	ADJ	O
	vista	NOUN	O
	,	PUNCT	O
	hostil	ADJ	O
	a	ADP	O
	a	DET	O
	presença	NOUN	O
	de	ADP	O
	Bella	PROPN	O
	?	PUNCT	O
Sentence: 36	o	PRON	O
	que	PRON	O
	provoca	VERB	O
	em	ADP	O
	ela	PRON	O
	umainquietação	NOUN	O
	desconcertante	ADJ	O
	.	PUNCT	O
Sentence: 37	Ela	PRON	O
	se	PRON	O
	apaixona	VERB	O
	.	PUNCT	O
Sentence: 38	Ele	PRON	O
	,	PUNCT	O
	em	ADP	O
	o	DET	O
	melhor	ADJ	O
	estilo	NOUN	B-asp
	“	PUNCT	O
	amor	NOUN	O
	proibido	VERB	O
	"	PUNCT	O
	:	PUNCT	O
	Sou	AUX	O
	um	DET	O
	risco	NOUN	O
	paravocê	NOUN	O
	.	PUNCT	O
Sentence: 39	Ela	PRON	O
	é	AUX	O
	uma	DET	O
	garota	NOUN	O
	incomum	ADJ	O
	.	PUNCT	O
Sentence: 40	Ele	PRON	O
	é	AUX	O
	um	DET	O
	vampiro	NOUN	O
	.	PUNCT	O
Sentence: 41	Ela	PRON	O
	precisa	VERB	O
	aprender	VERB	O
	a	SCONJ	O
	controlar	VERB	O
	seu	DET	O
	corpo	NOUN	O
	quando	ADV	O
	ele	PRON	O
	atoca	PROPN	O
	.	PUNCT	O
Sentence: 42	Ele	PRON	O
	,	PUNCT	O
	a	SCONJ	O
	controlar	VERB	O
	sua	DET	O
	sede	NOUN	O
	por	ADP	O
	o	DET	O
	sangue	NOUN	O
	de	ADP	O
	ela	PRON	O
	.	PUNCT	O
Sentence: 43	Em	ADP	O
	meio	NOUN	O
	a	ADP	O
	descobertas	NOUN	O
	e	CCONJ	O
	sobressaltos	NOUN	O
	,	PUNCT	O
	Edward	PROPN	O
	é	AUX	O
	,	PUNCT	O
	sim	ADV	O
	,	PUNCT	O
	perigoso	ADJ	O
	:	PUNCT	O
	um	DET	O
	perigo	NOUN	O
	que	PRON	O
	qualquer	DET	O
	mulher	NOUN	O
	escolheria	VERB	O
	correr	VERB	O
	.	PUNCT	O
Sentence: 44	Li	NOUN	O
	por	ADP	O
	acaso	NOUN	O
	e	CCONJ	O
	gostei	VERB	O
	Minha	DET	O
	mãe	NOUN	O
	tinha	VERB	O
	esse	DET	O
	livro	NOUN	B-asp
	em	ADP	O
	a	DET	O
	estante	NOUN	O
	,	PUNCT	O
	em	ADP	O
	a	DET	O
	verdade	NOUN	O
	tinha	VERB	O
	esse	DET	O
	e	CCONJ	O
	os	DET	O
	dois	NUM	O
	próximos	NOUN	O
	(	PUNCT	O
	Lua	PROPN	O
	Nova	PROPN	O
	e	CCONJ	O
	Eclipse	PROPN	O
	)	PUNCT	O
	e	CCONJ	O
	eles	PRON	O
	ficavam	VERB	O
	lá	ADV	O
	,	PUNCT	O
	juntando	VERB	O
	poeira	NOUN	O
	,	PUNCT	O
	até	SCONJ	O
	que	SCONJ	O
	um	NUM	O
	dia	NOUN	O
	resolvi	VERB	O
	ler	VERB	O
	.	PUNCT	O
Sentence: 45	Em	ADP	O
	o	DET	O
	início	NOUN	B-asp
	,	PUNCT	O
	achei	VERB	O
	meio	ADV	O
	bobo	ADJ	O
	essa	DET	O
	coisa	NOUN	O
	de	ADP	O
	vampiros	NOUN	O
	e	CCONJ	O
	tal	ADV	O
	,	PUNCT	O
	mas	CCONJ	O
	depois	ADV	O
	fui	AUX	O
	lendo	VERB	O
	o	DET	O
	livro	NOUN	B-asp
	e	CCONJ	O
	me	PRON	O
	envolvendo	VERB	O
	em	ADP	O
	o	DET	O
	romance	NOUN	B-asp
	de	ADP	O
	Bella	PROPN	O
	,	PUNCT	O
	a	DET	O
	humana	ADJ	O
	desajeitada	VERB	O
	e	CCONJ	O
	Edward	PROPN	O
	,	PUNCT	O
	o	DET	O
	vampiro	NOUN	O
	bonitão	ADJ	O
	.	PUNCT	O
Sentence: 46	Acho	VERB	O
	muito	ADV	O
	bom	ADJ	O
	e	CCONJ	O
	um	NUM	O
	de	ADP	O
	os	DET	O
	melhores	ADJ	O
	livros	NOUN	O
	de	ADP	O
	Stephenie	PROPN	O
	Meyer	PROPN	O
	.	PUNCT	O
Sentence: 47	Crepúsculo	PROPN	O
	-	PUNCT	O
	Stephenie	PROPN	O
	Meyer	PROPN	O
	 	SPACE	O
	Isabella	PROPN	O
	Swan	PROPN	O
	chega	VERB	O
	a	ADP	O
	a	DET	O
	nublada	VERB	O
	e	CCONJ	O
	chuvosa	NOUN	O
	cidadezinha	ADJ	O
	de	ADP	O
	Forks	PROPN	O
	–	PUNCT	O
	último	ADJ	O
	lugar	NOUN	O
	onde	PRON	O
	gostaria	VERB	O
	de	SCONJ	O
	viver	VERB	O
	.	PUNCT	O
Sentence: 48	Tenta	VERB	O
	se	PRON	O
	adaptar	VERB	O
	a	ADP	O
	a	DET	O
	vida	NOUN	O
	provinciana	ADJ	O
	em	ADP	O
	a	DET	O
	qual	PRON	O
	aparentemente	ADV	O
	todos	PRON	O
	se	PRON	O
	conhecem	VERB	O
	,	PUNCT	O
	lidar	VERB	O
	com	ADP	O
	sua	DET	O
	constrangedora	ADJ	O
	falta	NOUN	O
	de	ADP	O
	coordenação	NOUN	O
	motora	ADJ	O
	e	CCONJ	O
	se	PRON	O
	habituar	VERB	O
	a	SCONJ	O
	morar	VERB	O
	com	ADP	O
	um	DET	O
	pai	NOUN	O
	com	ADP	O
	quem	PRON	O
	nunca	ADV	O
	conviveu	VERB	O
	.	PUNCT	O
Sentence: 49	Em	ADP	O
	seu	DET	O
	destino	NOUN	O
	está	AUX	O
	Edward	PROPN	O
	Cullen	PROPN	O
	.Ele	PROPN	O
	é	AUX	O
	lindo	ADJ	O
	,	PUNCT	O
	perfeito	ADJ	O
	,	PUNCT	O
	misterioso	ADJ	O
	e	CCONJ	O
	,	PUNCT	O
	a	DET	O
	a	DET	O
	primeira	ADJ	O
	vista	NOUN	O
	,	PUNCT	O
	hostil	ADJ	O
	a	ADP	O
	a	DET	O
	presença	NOUN	O
	de	ADP	O
	Bella	PROPN	O
	–	PUNCT	O
	o	PRON	O
	que	PRON	O
	provoca	VERB	O
	em	ADP	O
	ela	PRON	O
	uma	DET	O
	inquietação	NOUN	O
	desconcertante	ADJ	O
	.	PUNCT	O
Sentence: 50	Ela	PRON	O
	se	PRON	O
	apaixona	VERB	O
	.	PUNCT	O
Sentence: 51	Ele	PRON	O
	,	PUNCT	O
	em	ADP	O
	o	DET	O
	melhor	ADJ	O
	estilo	NOUN	B-asp
	"	PUNCT	O
	amor	NOUN	O
	proibido	VERB	O
	"	PUNCT	O
	,	PUNCT	O
	alerta	VERB	O
	:	PUNCT	O
	Sou	AUX	O
	um	DET	O
	risco	NOUN	O
	para	SCONJ	O
	você	PRON	O
	.	PUNCT	O
Sentence: 52	Ela	PRON	O
	é	AUX	O
	uma	DET	O
	garota	NOUN	O
	incomum	ADJ	O
	.	PUNCT	O
Sentence: 53	Ele	PRON	O
	é	AUX	O
	um	DET	O
	vampiro	NOUN	O
	.	PUNCT	O
Sentence: 54	Ela	PRON	O
	precisa	VERB	O
	aprender	VERB	O
	a	SCONJ	O
	controlar	VERB	O
	seu	DET	O
	corpo	NOUN	O
	quando	SCONJ	O
	ele	PRON	O
	a	PRON	O
	toca	VERB	O
	.	PUNCT	O
Sentence: 55	Ele	PRON	O
	,	PUNCT	O
	a	SCONJ	O
	controlar	VERB	O
	sua	DET	O
	sede	NOUN	O
	por	ADP	O
	o	DET	O
	sangue	NOUN	O
	de	ADP	O
	ela	PRON	O
	.	PUNCT	O
Sentence: 56	O	PRON	O
	que	PRON	O
	Bella	PROPN	O
	não	ADV	O
	percebe	VERB	O
	é	VERB	O
	que	SCONJ	O
	quanto	ADV	O
	mais	ADV	O
	se	PRON	O
	aproxima	VERB	O
	de	SCONJ	O
	ele	PRON	O
	,	PUNCT	O
	maior	ADJ	O
	é	AUX	O
	o	DET	O
	perigo	NOUN	O
	para	ADP	O
	si	PRON	O
	e	CCONJ	O
	para	ADP	O
	Os	PRON	O
	que	PRON	O
	a	PRON	O
	cercam	VERB	O
	.	PUNCT	O
Sentence: 57	E	CCONJ	O
	pode	VERB	O
	ser	AUX	O
	tarde	ADV	O
	demais	ADV	O
	para	SCONJ	O
	voltar	VERB	O
	atrás	ADV	O
	...	PUNCT	O
Sentence: 58	É	AUX	O
	um	DET	O
	lindo	ADJ	O
	romance	NOUN	B-asp
	,	PUNCT	O
	uma	DET	O
	grande	ADJ	O
	ficção	NOUN	B-asp
	,	PUNCT	O
	uma	DET	O
	grande	ADJ	O
	aventura	NOUN	B-asp
	,	PUNCT	O
	uma	DET	O
	grande	ADJ	O
	"	PUNCT	O
	literatura	NOUN	B-asp
	juvenil	ADJ	I-asp
