Sentence #	Word	POS	Tag
	você	PRON	O
	terá	AUX	O
	que	SCONJ	O
	subir	VERB	O
	com	ADP	O
	suas	DET	O
	malas	NOUN	O
	pela	ADP	O
	escada	NOUN	B-asp
	e	CCONJ	O
	sem	ADP	O
	ajuda	NOUN	O
	de	ADP	O
	nenhum	DET	O
	funcionário	NOUN	O
	.	PUNCT	O
Sentence: 19	Não	ADV	O
	gostei	VERB	O
	do	ADP	O
	quarto	NOUN	B-asp
	,	PUNCT	O
	bastante	ADV	O
	barulhento	ADJ	I-asp
	.	PUNCT	O
Sentence: 20	Não	ADV	O
	gostei	VERB	O
	do	ADP	O
	banheiro	NOUN	B-asp
	,	PUNCT	O
	com	ADP	O
	porta	NOUN	O
	sanfonada	VERB	O
	de	ADP	O
	pvc	PROPN	O
	...	PUNCT	O
Sentence: 21	tudo	PRON	O
	apertado	VERB	O
	e	CCONJ	O
	feio	ADJ	O
	.	PUNCT	O
Sentence: 22	O	DET	O
	café	NOUN	O
	da	ADP	O
	manhã	NOUN	O
	é	AUX	O
	razoável	ADJ	O
	,	PUNCT	O
	pelo	ADP	O
	preço	NOUN	B-asp
	...	PUNCT	O
Sentence: 23	Apesar	ADV	O
	de	ADP	O
	barato	NOUN	O
	,	PUNCT	O
	não	ADV	O
	pretendo	VERB	O
	me	PRON	O
	hospedar	VERB	O
	mais	ADV	O
	...	PUNCT	O
Sentence: 24	Na	ADP	O
	minha	DET	O
	opinião	NOUN	O
	,	PUNCT	O
	vale	VERB	O
	pagar	VERB	O
	uns	DET	O
	reais	ADJ	O
	mais	ADV	O
	caro	ADJ	O
	e	CCONJ	O
	ficar	VERB	O
	num	ADP	O
	local	NOUN	O
	com	ADP	O
	mais	DET	O
	qualidade	NOUN	O
	.	PUNCT	O
Sentence: 25	Apesar	ADV	O
	de	ADP	O
	simples	ADJ	O
	o	DET	O
	hotel	NOUN	B-asp
	é	AUX	O
	limpo	ADJ	B-asp
	,	PUNCT	O
	perto	ADV	B-asp
	do	ADP	O
	aeroporto	NOUN	B-asp
	,	PUNCT	O
	perto	ADV	B-asp
	das	ADP	O
	indústrias	NOUN	O
	,	PUNCT	O
	bom	ADJ	O
	café	NOUN	O
	da	ADP	O
	manhã	NOUN	O
	,	PUNCT	O
	boa	ADJ	O
	janta	NOUN	B-asp
	,	PUNCT	O
	ar	NOUN	B-asp
	condicionado	ADJ	I-asp
	e	CCONJ	O
	Wi-Fi	PROPN	O
	incluso	PROPN	O
	na	ADP	O
	diária	NOUN	O
	.	PUNCT	O
Sentence: 26	Ideal	NOUN	O
	para	SCONJ	O
	quem	PRON	O
	procura	VERB	O
	um	DET	O
	lugar	NOUN	B-asp
	simples	ADJ	I-asp
	,	PUNCT	O
	com	ADP	O
	bons	ADJ	O
	acessos	NOUN	O
	e	CCONJ	O
	perto	ADV	B-asp
	de	ADP	O
	canoas	NOUN	O
	.	PUNCT	O
Sentence: 27	Recomendado	VERB	O
	para	SCONJ	O
	quem	PRON	O
	vai	AUX	O
	pegar	VERB	O
	o	DET	O
	aeroporto	NOUN	B-asp
	muito	ADV	O
	cedo	ADV	O
	ou	CCONJ	O
	para	SCONJ	O
	quem	PRON	O
	chega	VERB	O
	muito	ADV	O
	tarde	ADV	O
	.	PUNCT	O
Sentence: 28	Fica	VERB	O
	a	ADP	O
	500	NUM	O
	metros	NOUN	O
	do	ADP	O
	terminal	NOUN	O
	e	CCONJ	O
	possui	VERB	O
	transporte	NOUN	B-asp
	próprio	ADJ	I-asp
	para	SCONJ	I-asp
	levar	VERB	I-asp
	e	CCONJ	I-asp
	trazer	VERB	I-asp
	do	ADP	I-asp
	aeroporto	NOUN	B-asp
	.	PUNCT	O
Sentence: 29	Quartos	NOUN	O
	amplos	ADJ	O
	,	PUNCT	O
	com	ADP	O
	ar	NOUN	O
	e	CCONJ	O
	frigobar	ADJ	B-asp
	.	PUNCT	O
Sentence: 30	Aspecto	NOUN	O
	ruim	ADJ	O
	é	VERB	O
	que	SCONJ	O
	o	DET	O
	Expressinho	PROPN	O
	não	ADV	O
	possui	VERB	O
	elevador	NOUN	B-asp
	.	PUNCT	O
Sentence: 31	O	DET	O
	hotel	NOUN	B-asp
	cujo	PRON	O
	o	DET	O
	nome	NOUN	O
	já	ADV	O
	faz	VERB	O
	a	DET	O
	sua	DET	O
	avaliação	NOUN	O
	.	PUNCT	O
Sentence: 32	Expressinho	PROPN	O
	está	AUX	O
	localizado	ADJ	O
	perto	ADV	O
	da	ADP	O
	estação	NOUN	O
	de	ADP	O
	metrô	NOUN	O
	Farrapos	PROPN	O
	.	PUNCT	O
Sentence: 33	Com	ADP	O
	bares	NOUN	O
	que	PRON	O
	fervem	VERB	O
	para	SCONJ	O
	darem	VERB	O
	a	DET	O
	guinada	NOUN	O
	pra	ADP	O
	noitada	NOUN	O
	.	PUNCT	O
Sentence: 34	Shopping	NOUN	O
	com	ADP	O
	tudo	PRON	O
	que	PRON	O
	desejar	VERB	O
	,	PUNCT	O
	além	ADV	O
	de	ADP	O
	ter	AUX	O
	traslado	VERB	B-asp
	gratuito	ADJ	I-asp
	para	ADP	I-asp
	o	DET	I-asp
	aeroporto	NOUN	B-asp
	,	PUNCT	O
	precisando	VERB	O
	agendar	VERB	O
	apenas,15	NOUN	O
	minutos	NOUN	O
	antes	ADV	O
	da	ADP	O
	partida	NOUN	O
	.	PUNCT	O
Sentence: 35	Eu	PRON	O
	realmente	ADV	O
	não	ADV	O
	aconselho	VERB	O
	esse	DET	O
	lugar	NOUN	O
	,	PUNCT	O
	tudo	PRON	O
	é	AUX	O
	pessimo	ADJ	O
	,	PUNCT	O
	o	DET	O
	atendimento	NOUN	B-asp
	inicial	ADJ	O
	,	PUNCT	O
	não	ADV	O
	tem	VERB	O
	elevador	NOUN	B-asp
	e	CCONJ	O
	se	SCONJ	O
	você	PRON	O
	ficar	VERB	O
	no	ADP	O
	quarto	ADJ	O
	andar	NOUN	O
	tem	AUX	O
	que	SCONJ	O
	subir	VERB	O
	tudo	PRON	O
	sozinho	ADJ	O
	não	ADV	O
	tem	VERB	O
	ninguem	PROPN	O
	para	SCONJ	O
	lhe	PRON	O
	ajudar	VERB	O
	,	PUNCT	O
	a	DET	O
	comida	NOUN	B-asp
	?	PUNCT	O
Sentence: 36	pelo	ADP	O
	amor	NOUN	O
	de	ADP	O
	Deus	PROPN	O
	,	PUNCT	O
	era	AUX	O
	um	DET	O
	lixo	NOUN	B-asp
	,	PUNCT	O
	não	ADV	O
	consigui	VERB	O
	comer	VERB	B-asp
	de	ADP	O
	tão	ADV	O
	ruim	ADJ	O
	que	SCONJ	O
	era	AUX	O
	,	PUNCT	O
	para	SCONJ	O
	devolver	VERB	O
	foi	AUX	O
	um	DET	O
	problema	NOUN	O
	,	PUNCT	O
	o	DET	O
	guarto	NOUN	O
	não	ADV	O
	apresenta	VERB	O
	segurança	NOUN	O
	,	PUNCT	O
	tem	VERB	O
	aspecto	NOUN	B-asp
	sujo	ADJ	I-asp
Sentence: 37	O	DET	O
	quarto	NOUN	B-asp
	era	AUX	O
	pequeno	ADJ	O
	e	CCONJ	O
	não	ADV	O
	tinha	VERB	O
	TV	NOUN	O
	por	ADP	O
	assinatura	NOUN	O
	.	PUNCT	O
Sentence: 38	A	DET	O
	roupa	NOUN	O
	de	ADP	O
	cama	NOUN	O
	também	ADV	O
	não	ADV	O
	era	AUX	O
	nova	ADJ	O
	.	PUNCT	O
Sentence: 39	O	DET	O
	café	NOUN	O
	da	ADP	O
	manhã	NOUN	O
	era	AUX	O
	bom	ADJ	O
	,	PUNCT	O
	com	ADP	O
	frutas	NOUN	O
	,	PUNCT	O
	iogurte	NOUN	O
	,	PUNCT	O
	granola	NOUN	O
	e	CCONJ	O
	outras	DET	O
	coisas	NOUN	O
	mais	ADV	O
	.	PUNCT	O
Sentence: 40	A	DET	O
	vantagem	NOUN	O
	em	SCONJ	O
	ficar	VERB	O
	no	ADP	O
	hotel	NOUN	B-asp
	foi	VERB	O
	que	SCONJ	O
	não	ADV	O
	pagamos	VERB	O
	pelo	ADP	O
	transfer	PROPN	O
	entre	ADP	O
	Hotel	PROPN	B-asp
	e	CCONJ	O
	Aeroporto	PROPN	O
	.	PUNCT	O
Sentence: 41	O	DET	O
	Express	PROPN	O
	estava	AUX	O
	lotado	ADJ	O
	e	CCONJ	O
	resolvi	VERB	O
	ficar	VERB	O
	no	ADP	O
	Expressinho	PROPN	O
	.	PUNCT	O
Sentence: 42	Péssima	ADJ	O
	idéia	NOUN	O
	,	PUNCT	O
	tirando	VERB	O
	o	DET	O
	atendimento	NOUN	B-asp
	cordial	ADJ	O
	da	ADP	O
	recepção	NOUN	B-asp
	e	CCONJ	O
	o	DET	O
	café	NOUN	O
	da	ADP	O
	manhã	NOUN	O
	que	PRON	O
	é	AUX	O
	comum	ADJ	O
	aos	ADP	O
	dois	NUM	O
	hoteis	NOUN	O
	,	PUNCT	O
	de	ADP	B-asp
	resto	NOUN	I-asp
	é	AUX	I-asp
	muito	ADV	I-asp
	ruim	ADJ	I-asp
	.	PUNCT	O
Sentence: 43	Barulho	NOUN	O
	infernal	ADJ	O
	a	DET	O
	noite	NOUN	O
	inteira	ADJ	O
	,	PUNCT	O
	quarto	NOUN	B-asp
	pequeno	ADJ	O
	,	PUNCT	O
	mobília	PROPN	O
	velha	ADJ	O
	,	PUNCT	O
	TV	NOUN	O
	com	ADP	O
	péssima	ADJ	O
	imagem	NOUN	O
	.	PUNCT	O
Sentence: 44	Enfim	ADV	O
	,	PUNCT	O
	,	PUNCT	O
	,	PUNCT	O
	evite	VERB	O
	.	PUNCT	O
Sentence: 45	Voo	NOUN	O
	cancelado	VERB	O
	e	CCONJ	O
	tive	AUX	O
	que	SCONJ	O
	ficar	VERB	O
	neste	ADP	O
	hotel	NOUN	B-asp
	.	PUNCT	O
Sentence: 46	Não	ADV	O
	gostei	VERB	O
	nem	CCONJ	O
	um	NUM	O
	pouco	PRON	O
	.	PUNCT	O
Sentence: 47	Cheguei	VERB	O
	no	ADP	O
	quarto	NOUN	B-asp
	e	CCONJ	O
	ele	PRON	O
	estava	AUX	O
	com	ADP	O
	cheiro	NOUN	B-asp
	de	ADP	O
	cigarro	NOUN	O
	.	PUNCT	O
Sentence: 48	O	DET	O
	ar	NOUN	O
	condicionado	ADJ	O
	muito	ADV	O
	velho	ADJ	O
	,	PUNCT	O
	não	ADV	O
	deve	VERB	O
	ser	AUX	O
	limpo	VERB	B-asp
	há	VERB	O
	anos	NOUN	O
	.	PUNCT	O
Sentence: 49	As	DET	O
	roupas	NOUN	O
	de	ADP	O
	cama	NOUN	O
	não	ADV	O
	estavam	AUX	O
	limpas	ADJ	B-asp
	.	PUNCT	O
Sentence: 50	O	DET	O
	hotel	NOUN	B-asp
	tem	VERB	O
	um	DET	O
	transfer	NOUN	B-asp
	que	PRON	O
	leva	VERB	O
	para	ADP	O
	o	DET	O
	aeroporto	NOUN	B-asp
	,	PUNCT	O
	mas	CCONJ	O
	não	ADV	O
	conseguimos	VERB	O
	pegar	VERB	O
	pois	SCONJ	O
	muitas	DET	O
	pessoas	NOUN	O
	esperavam	VERB	O
	por	ADP	O
	ele	PRON	O
	.	PUNCT	O
Sentence: 51	Realmente	ADV	O
	não	ADV	O
	recomendo	VERB	O
	!	PUNCT	O
Sentence: 52	Café	NOUN	O
	bem	ADV	O
	ruinzinho	ADJ	O
	.	PUNCT	O
Sentence: 53	Fica	VERB	O
	longe	ADV	O
	do	ADP	O
	centro	NOUN	O
	mas	CCONJ	O
	perto	ADV	B-asp
	do	ADP	O
	aeroporto	NOUN	B-asp
	.	PUNCT	O
Sentence: 54	Estacionamento	NOUN	O
	meio	ADV	O
	estranho	ADJ	O
	sem	ADP	O
	segurança	NOUN	O
	.	PUNCT	O
Sentence: 55	Mas	CCONJ	O
	o	DET	O
	hotel	NOUN	B-asp
	é	AUX	O
	limpo	ADJ	B-asp
	só	SCONJ	O
	que	SCONJ	O
	o	DET	O
	bom	NOUN	O
	é	AUX	O
	ficar	VERB	O
	nos	ADP	O
	quartos	NOUN	O
	para	ADP	O
	os	DET	O
	fundos	NOUN	O
	os	PRON	O
	da	ADP	O
	frente	NOUN	O
	sao	AUX	O
	barulhentos	ADJ	B-asp
	devido	ADV	O
	ao	ADP	O
	movimentosdos	NOUN	O
	carros	NOUN	O
	e	CCONJ	O
	do	ADP	O
	trem	NOUN	O
	na	ADP	O
	rua	NOUN	B-asp
	.	PUNCT	O
Sentence: 56	Hotel	PROPN	B-asp
	Express	PROPN	O
	Expressinho	PROPN	O
	é	AUX	O
	um	DET	O
	um	DET	O
	bom	ADJ	O
	lugar	NOUN	O
	para	SCONJ	O
	fazer	VERB	O
	um	DET	O
	pit	NOUN	B-asp
	stop	X	I-asp
	e	CCONJ	O
	seguir	VERB	O
	viagem	NOUN	O
	quando	ADV	O
	em	ADP	O
	Porto	PROPN	O
	Alegre	PROPN	O
	,	PUNCT	O
	preço	NOUN	B-asp
	justo	ADJ	O
	para	ADP	O
	os	DET	O
	serviços	NOUN	B-asp
	que	PRON	O
	oferece	VERB	O
	,	PUNCT	O
	além	ADV	O
	disso	PRON	O
	o	DET	O
	hóspede	NOUN	O
	pode	VERB	O
	contar	VERB	O
	com	ADP	O
	o	DET	O
	serviço	NOUN	B-asp
	de	ADP	O
	transfer	PROPN	B-asp
	aeroporto	PROPN	B-asp
	/	ADP	O
	hotel	NOUN	B-asp
	/	ADP	O
	aeroporto	NOUN	B-asp
	,	PUNCT	O
	principalmente	ADV	O
	levando-se	VERB	O
	em	ADP	O
	consideração	NOUN	O
	o	DET	O
	preço	NOUN	B-asp
	do	ADP	O
	taxi	NOUN	O
	.	PUNCT	O
Sentence: 57	Um	DET	O
	café	NOUN	O
	da	ADP	O
	manhã	NOUN	O
	digno	ADJ	O
	.	PUNCT	O
Sentence: 58	Toalhas	NOUN	O
	e	CCONJ	O
	lençóis	NOUN	O
	brancos	ADJ	O
	,	PUNCT	O
	frigobar	NOUN	B-asp
	e	CCONJ	O
	ar	NOUN	O
	condicionado	ADJ	O
	nos	ADP	O
	quartos	NOUN	O
	.	PUNCT	O
Sentence: 59	Não	ADV	O
	tem	VERB	O
	elevador	NOUN	B-asp
	.	PUNCT	O
Sentence: 60	Possui	VERB	O
	também	ADV	O
	serviço	NOUN	B-asp
	de	ADP	I-asp
	quarto	ADJ	I-asp
	e	CCONJ	O
	comida	NOUN	B-asp
	é	AUX	O
	farta	ADJ	O
	,	PUNCT	O
	indico	VERB	O
	o	DET	O
	filé	NOUN	O
	a	DET	O
	parmegiana	NOUN	O
	.	PUNCT	O
Sentence: 61	Muito	ADV	O
	próximo	ADJ	B-asp
	do	ADP	O
	aeroporto	NOUN	B-asp
	e	CCONJ	O
	bom	ADJ	O
	para	SCONJ	O
	quem	PRON	O
	vai	AUX	O
	ficar	VERB	O
	apenas	ADV	O
	uma	NUM	O
	noite	NOUN	O
	e	CCONJ	O
	vai	AUX	O
	embarcar	VERB	O
	no	ADP	O
	dia	NOUN	O
	seguinte	ADJ	O
	.	PUNCT	O
Sentence: 62	Os	DET	O
	quartos	NOUN	O
	voltados	VERB	O
	à	ADP	O
	Av.	PROPN	O
	Farrapos	PROPN	O
	são	AUX	O
	muito	ADV	O
	barulhentos	ADJ	B-asp
	.	PUNCT	O
Sentence: 63	A	DET	O
	/	PROPN	O
	C	NOUN	O
	não	ADV	O
	funcionava	VERB	O
	muito	ADV	O
	bem	ADV	O
	,	PUNCT	O
	antigo	ADJ	O
	e	CCONJ	O
	barulhento	ADJ	O
	.	PUNCT	O
Sentence: 64	TV	NOUN	O
	antiga	ADJ	O
	,	PUNCT	O
	sem	ADP	O
	controle	NOUN	O
	e	CCONJ	O
	péssima	ADJ	O
	imagem	NOUN	O
	.	PUNCT	O
Sentence: 65	O	DET	O
	hotel	NOUN	B-asp
	oferece	VERB	O
	transporte	NOUN	B-asp
	gratuito	ADJ	I-asp
	para	ADP	O
	o	DET	O
	aeroporto	NOUN	B-asp
	,	PUNCT	O
	mas	CCONJ	O
	é	AUX	O
	disputado	VERB	O
	e	CCONJ	O
	para	SCONJ	O
	usá-lo	VERB	O
	é	AUX	O
	preciso	ADJ	O
	sair	VERB	O
	com	ADP	O
	tempo	NOUN	O
	.	PUNCT	O
Sentence: 66	Para	SCONJ	O
	quem	PRON	O
	precisar	VERB	O
	de	SCONJ	O
	pegar	VERB	O
	avião	NOUN	O
	bem	ADV	O
	cedo	ADV	O
	como	SCONJ	O
	eu	PRON	O
	tive	VERB	O
	que	SCONJ	O
	fazer	VERB	O
	,	PUNCT	O
	este	PRON	O
	é	AUX	O
	o	DET	O
	melhor	ADJ	O
	hotel	NOUN	B-asp
	de	ADP	O
	Porto	PROPN	O
	Alegre	PROPN	O
	,	PUNCT	O
	bem	ADV	O
	baratinho	ADJ	B-asp
	e	CCONJ	O
	muito	ADV	O
	perto	ADV	B-asp
	do	ADP	O
	aeroporto	NOUN	B-asp
	,	PUNCT	O
	os	DET	O
	quartos	NOUN	O
	são	AUX	O
	equipados	VERB	O
	com	ADP	O
	ar-condicionado	NOUN	O
	e	CCONJ	O
	tv	NOUN	B-asp
	,	PUNCT	O
	de	ADP	O
	manhã	NOUN	O
	é	AUX	O
	oferecido	VERB	O
	um	DET	O
	café	NOUN	O
	da	ADP	O
	manhã	NOUN	O
	reforçado	VERB	O
	,	PUNCT	O
	fica	VERB	O
	a	DET	O
	dica	NOUN	O
	.	PUNCT	O
Sentence: 67	Hotel	PROPN	O
	feito	VERB	O
	somente	ADV	O
	para	SCONJ	O
	dormir	VERB	O
	,	PUNCT	O
	antes	ADV	O
	de	ADP	O
	uma	DET	O
	viagem	NOUN	O
	,	PUNCT	O
	café	NOUN	O
	da	ADP	O
	manha	NOUN	O
	bem	ADV	O
	simples	ADJ	O
	,	PUNCT	O
	lanches	NOUN	O
	até	ADP	O
	de	ADP	O
	madrugada	NOUN	O
	,	PUNCT	O
	preço	NOUN	B-asp
	justo	ADJ	O
	pelo	ADP	O
	serviço	NOUN	B-asp
	prestado	VERB	O
	.	PUNCT	O
Sentence: 68	Chuveiro	NOUN	O
	demora	VERB	O
	demais	ADV	O
	a	SCONJ	O
	aquecer	VERB	O
	.	PUNCT	O
Sentence: 69	Cafezinho	NOUN	O
	sempre	ADV	O
	quentinho	ADJ	O
	na	ADP	O
	recepção	NOUN	B-asp
	,	PUNCT	O
	internet	NOUN	B-asp
	muito	ADV	O
	ruim	ADJ	O
	.	PUNCT	O
Sentence: 70	Camas	NOUN	O
	de	ADP	O
	mola	NOUN	O
	,	PUNCT	O
	haja	VERB	O
	coluna	NOUN	O
	amigos	ADJ	O
	.	PUNCT	O
Sentence: 71	Recepcionistas	NOUN	O
	atenciosos	ADJ	O
	,	PUNCT	O
	além	ADV	O
	disso	PRON	O
	o	DET	O
	hotel	NOUN	B-asp
	possui	VERB	O
	translado	NOUN	B-asp
	gratuito	ADJ	O
	para	ADP	O
	o	DET	O
	aeroporto	NOUN	B-asp
	,	PUNCT	O
	em	ADP	O
	5	NUM	O
	min	NOUN	O
	.	PUNCT	O
Sentence: 72	Você	PRON	O
	chegá-la	VERB	O
	.	PUNCT	O
Sentence: 73	Ótimo	ADJ	O
	preço	NOUN	B-asp
	e	CCONJ	O
	pertinho	ADJ	B-asp
	do	ADP	I-asp
	aeroporto	NOUN	B-asp
	e	CCONJ	O
	com	ADP	O
	serviço	NOUN	B-asp
	de	ADP	O
	transfer	PROPN	B-asp
	gratuito	PROPN	O
	do	ADP	O
	aeroporto	NOUN	B-asp
	ao	ADP	O
	hotel	NOUN	B-asp
	,	PUNCT	O
	o	PRON	O
	que	PRON	O
	é	AUX	O
	até	ADP	O
	bom	ADJ	O
	porque	SCONJ	O
	dependendo	VERB	O
	do	ADP	O
	horário	NOUN	B-asp
	que	PRON	O
	se	PRON	O
	chega	VERB	O
	,	PUNCT	O
	os	DET	O
	taxistas	NOUN	O
	são	AUX	O
	um	DET	O
	pouco	ADV	O
	resistentes	ADJ	O
	em	SCONJ	O
	levá-lo	VERB	O
	.	PUNCT	O
Sentence: 74	Não	ADV	O
	espere	VERB	O
	muito	ADV	O
	,	PUNCT	O
	principalmente	ADV	O
	pelo	ADP	O
	valor	NOUN	O
	cobrado	VERB	O
	.	PUNCT	O
Sentence: 75	Diária	NOUN	O
	de	ADP	O
	R$	SYM	O
	99	NUM	O
	direto	ADV	O
	no	ADP	O
	hotel	NOUN	B-asp
	,	PUNCT	O
	pelo	ADP	O
	booking	PROPN	O
	estava	AUX	O
	R$	SYM	O
	89	NUM	O
	descobri	VERB	O
	depois	ADV	O
	.	PUNCT	O
Sentence: 76	Perto	ADV	B-asp
	do	ADP	O
	aeroporto	NOUN	B-asp
	,	PUNCT	O
	é	AUX	O
	muito	ADV	O
	cômodo	NOUN	O
	pra	ADP	O
	mim	PRON	O
	com	ADP	O
	uma	DET	O
	TV	NOUN	O
	a	ADP	O
	cabo	NOUN	O
	reduzida	VERB	O
	,	PUNCT	O
	internet	NOUN	B-asp
	no	ADP	O
	quarto	NOUN	B-asp
	que	PRON	O
	todo	DET	O
	dia	NOUN	O
	tem	AUX	O
	que	SCONJ	O
	pedir	VERB	O
	p	PROPN	O
	resetar	VERB	O
	e	CCONJ	O
	tem	VERB	O
	transfer	PROPN	B-asp
	do	ADP	O
	aeroporto	NOUN	B-asp
	p	ADP	O
	hotel	NOUN	B-asp
	-	PUNCT	O
	os	DET	O
	taxistas	NOUN	O
	não	ADV	O
	querem	VERB	O
	te	AUX	O
	levar	VERB	O
	por	SCONJ	O
	ser	AUX	O
	perto	ADV	B-asp
	.	PUNCT	O
Sentence: 77	Solicite	VERB	O
	os	DET	O
	quartos	NOUN	O
	dos	ADP	O
	fundos	NOUN	O
	,	PUNCT	O
	mais	ADV	O
	silenciosos	ADJ	B-asp
	.	PUNCT	O
Sentence: 78	O	PRON	O
	que	PRON	O
	nao	X	O
	gosto	VERB	O
	e	CCONJ	O
	que	SCONJ	O
	o	DET	O
	povo	NOUN	O
	do	ADP	O
	Sul	NOUN	O
	fuma	VERB	O
	demais	ADV	O
	e	CCONJ	O
	em	ADP	O
	qualquer	DET	O
	lugar	NOUN	O
	,	PUNCT	O
	algumas	DET	O
	áreas	NOUN	O
	do	ADP	O
	hotel	NOUN	B-asp
	cheiram	VERB	B-asp
	forte	ADV	I-asp
	de	ADP	I-asp
	cigarro	NOUN	I-asp
	.	PUNCT	O
Sentence: 79	Considero	VERB	O
	bom	ADJ	O
	o	DET	O
	café	NOUN	O
	da	ADP	O
	manha	NOUN	O
	,	PUNCT	O
	com	ADP	O
	boa	ADJ	O
	variedade	NOUN	O
	de	ADP	O
	opções	NOUN	O
	.	PUNCT	O
Sentence: 80	O	DET	O
	hotel	NOUN	B-asp
	fica	VERB	O
	bem	ADV	O
	próximo	ADV	B-asp
	ao	ADP	O
	aeroporto	NOUN	B-asp
	e	CCONJ	O
	tem	VERB	O
	serviço	NOUN	B-asp
	de	ADP	O
	transfer	PROPN	B-asp
	grátis	PROPN	O
	pra	ADP	O
	chegada	NOUN	O
	e	CCONJ	O
	saída	NOUN	O
	do	ADP	O
	aeroporto	NOUN	B-asp
	,	PUNCT	O
	basta	VERB	O
	ligar	VERB	O
	pra	ADP	O
	recepção	NOUN	B-asp
