Sentence #	Word	POS	Tag
	gostei	VERB	O
	:	PUNCT	O
	Design	NOUN	O
	,	PUNCT	O
	facilidade	NOUN	B-asp
	de	ADP	I-asp
	uso	NOUN	I-asp
	,	PUNCT	O
	qualidade	NOUN	B-asp
	das	ADP	I-asp
	fotos	NOUN	I-asp
	,	PUNCT	O
	qualidades	NOUN	B-asp
	dos	ADP	I-asp
	filmes	NOUN	I-asp
	,	PUNCT	O
	consumo	NOUN	B-asp
	de	ADP	I-asp
	energia	NOUN	I-asp
	,	PUNCT	O
	conectividade	NOUN	B-asp
	,	PUNCT	O
	filma	VERB	O
	em	ADP	O
	HD	PROPN	O
	.	PUNCT	O
Sentence: 45	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Nenhum	DET	O
	.	PUNCT	O
Sentence: 46	Muito	ADV	O
	boa	ADJ	O
	uma	NUM	O
	da	ADP	O
	melhores	NOUN	O
	que	PRON	O
	conheço	VERB	O
	com	ADP	O
	inumeros	NOUN	O
	recursos	NOUN	B-asp
	,	PUNCT	O
	e	CCONJ	O
	uma	DET	O
	ecelente	ADJ	O
	qualidade	NOUN	B-asp
	de	ADP	I-asp
	foto	NOUN	I-asp
	.	PUNCT	O
Sentence: 47	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Muita	DET	O
	opções	NOUN	B-asp
	para	SCONJ	I-asp
	fazer	VERB	I-asp
	a	DET	I-asp
	foto	NOUN	I-asp
	diferente	ADJ	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	O	DET	O
	valor	NOUN	B-asp
Sentence: 48	Essa	DET	O
	máquina	NOUN	B-asp
	não	ADV	O
	serve	VERB	O
	nem	CCONJ	O
	como	ADP	O
	brinde	NOUN	O
	,	PUNCT	O
	é	AUX	O
	um	DET	O
	completo	ADJ	O
	lixo	NOUN	O
	.	PUNCT	O
Sentence: 49	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Nenhum	DET	O
	.	PUNCT	O
Sentence: 50	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Produto	NOUN	O
	péssimo	ADJ	O
	,	PUNCT	O
	design	NOUN	B-asp
	horrível	ADJ	O
	,	PUNCT	O
	manual	NOUN	B-asp
	péssimo	ADJ	O
	,	PUNCT	O
	aparência	NOUN	B-asp
	frágil	ADJ	O
	,	PUNCT	O
	tela	NOUN	B-asp
	touch	PROPN	I-asp
	screen	X	I-asp
	quase	ADV	O
	impossível	ADJ	O
	de	SCONJ	O
	mexer	VERB	O
	,	PUNCT	O
	má	ADJ	O
	qualidade	NOUN	O
	em	ADP	O
	todos	DET	O
	os	DET	O
	sentidos	NOUN	O
	.	PUNCT	O
Sentence: 51	Qualidade	PROPN	O
	das	ADP	O
	fotos	NOUN	O
	são	AUX	O
	as	DET	O
	piores	ADJ	O
	que	PRON	O
	vi	VERB	O
	em	ADP	O
	toda	DET	O
	minha	DET	O
	vida	NOUN	O
	.	PUNCT	O
Sentence: 52	E	CCONJ	O
	olha	VERB	O
	que	SCONJ	O
	eu	PRON	O
	trabalho	VERB	O
	a	ADP	O
	25	NUM	O
	anos	NOUN	O
	com	ADP	O
	imagem	NOUN	O
	.	PUNCT	O
Sentence: 53	Não	ADV	O
	comprem	VERB	O
	!	PUNCT	O
Sentence: 54	E	CCONJ	O
	o	DET	O
	tratamento	NOUN	B-asp
	como	ADP	I-asp
	cliente	NOUN	I-asp
	é	AUX	O
	péssimo	ADJ	O
	.	PUNCT	O
Sentence: 55	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Nenhum	DET	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	Tudo	PRON	O
	.	PUNCT	O
Sentence: 56	comprei	VERB	O
	uma	NUM	O
	desta	PRON	O
	e	CCONJ	O
	a	DET	O
	mesma	ADJ	O
	apresentou	VERB	O
	defeito	NOUN	O
	na	ADP	O
	primeira	ADJ	O
	semana	NOUN	O
	e	CCONJ	O
	ao	ADP	O
	invés	NOUN	O
	da	ADP	O
	benq	NOUN	B-asp
	trocar	VERB	O
	estão	AUX	O
	arrumando	VERB	O
	minha	DET	O
	máquina	NOUN	B-asp
	,	PUNCT	O
	vc	PRON	O
	gostaria	VERB	O
	de	SCONJ	O
	comprar	VERB	O
	uma	DET	O
	máquina	NOUN	B-asp
	com	ADP	O
	defeito	NOUN	O
	?	PUNCT	O
Sentence: 57	não	ADV	O
	então	ADV	O
	compre	VERB	O
	de	ADP	O
	outra	DET	O
	marca	NOUN	B-asp
	.	PUNCT	O
Sentence: 58	a	DET	O
	BENQ	PROPN	O
	não	ADV	O
	respeita	VERB	O
	o	DET	O
	consumidor	NOUN	O
	.	PUNCT	O
Sentence: 59	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	NADA	PRON	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	VEIO	PROPN	O
	DE	ADP	O
	FÁBRICA	NOUN	O
	COM	ADP	O
	DEFEITO	NOUN	O
	E	CCONJ	O
	ESTÃO	PROPN	O
	CONSERTANDO	PROPN	O
	AO	ADP	O
	INVÉS	PROPN	O
	DE	PROPN	O
	TROCAR	NOUN	O
Sentence: 60	QUANDO	ADV	O
	DECIDI	PROPN	O
	PELO	ADP	O
	PRODUTO	PROPN	O
	,	PUNCT	O
	SÓ	PROPN	O
	CONHECIA	PROPN	O
	A	DET	O
	MARCA	PROPN	O
	.	PUNCT	O
Sentence: 61	HOJE	PUNCT	O
	VEJO	VERB	O
	O	DET	O
	QUANTO	NOUN	O
	ESTA	PROPN	O
	MÁQUINA	PROPN	O
	FAZ	VERB	O
	MILAGRE	PROPN	O
	!	PUNCT	O
	!	PUNCT	O
	!	PUNCT	O
	!	PUNCT	O
Sentence: 62	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	IMAGEM	NOUN	O
	LIMPA	PROPN	O
	,	PUNCT	O
	O	DET	O
	MANUSEIO	NOUN	O
	É	AUX	O
	FACÍLIMO	PROPN	O
	,	PUNCT	O
	SEU	PROPN	O
	TAMANHO	NOUN	O
	FACILITA	PROPN	O
	O	DET	O
	TRANSPORTE	PROPN	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	ANALISANDO	VERB	O
	O	DET	O
	PRODUTO	NOUN	O
	PROFUNDAMENTE	PROPN	O
	,	PUNCT	O
	NÃO	INTJ	O
	ENCONTREI	NOUN	O
	NENHUM	PROPN	O
	CONTRA	PROPN	O
	,	PUNCT	O
	PELO	PROPN	O
	CONTRÁRIO	PROPN	O
	SÓ	PROPN	O
	ENCONTREI	NOUN	O
	VANTAGENS	NOUN	O
Sentence: 63	É	AUX	O
	 	SPACE	O
	UMA	PROPN	O
	camara	NOUN	B-asp
	 	SPACE	O
	PERFEITA	ADJ	O
	,	PUNCT	O
	EXCELENTEE	PROPN	O
	FOTOS	NOUN	O
	E	CCONJ	O
	UM	PROPN	O
	TAMANHO	PROPN	O
	BOM	NOUN	O
	DE	ADP	O
	MANUSEAR	PROPN	O
	.	PUNCT	O
Sentence: 64	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Muito	ADV	O
	bom	ADJ	O
	,	PUNCT	O
	recomendo	VERB	O
Sentence: 65	esse	DET	O
	produto	NOUN	B-asp
	e	CCONJ	O
	muito	ADV	O
	bom	ADJ	O
	pq	CCONJ	O
	um	DET	O
	amigo	NOUN	O
	tem	VERB	O
	um	DET	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	eu	PRON	O
	quero	VERB	O
	esse	DET	O
	premio	NOUN	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	nada	PRON	O
	contra	ADP	O
	a	ADP	O
	esse	DET	O
	produto	NOUN	B-asp
Sentence: 66	Comprei	VERB	O
	esta	DET	O
	câmera	NOUN	B-asp
	e	CCONJ	O
	e	CCONJ	O
	não	ADV	O
	primeira	ADJ	O
	recarga	NOUN	O
	da	ADP	O
	bateria	NOUN	B-asp
	não	ADV	O
	funcionou	VERB	O
	,	PUNCT	O
	veja	VERB	O
	a	DET	O
	declaração	NOUN	O
	da	ADP	O
	assistência	NOUN	O
	técnica	ADJ	O
	:	PUNCT	O
	RECEBEMOS	VERB	O
	SEU	DET	O
	PRODUTO	NOUN	O
	PARA	PROPN	O
	ANÁLISE	PROPN	O
	EM	PROPN	O
	NOSSO	PROPN	O
	DEPARTAMENTO	PROPN	O
	DE	ADP	O
	ASSISTÊNCIA	PROPN	O
	TÉCNICA	ADJ	O
	,	PUNCT	O
	E	CCONJ	O
	INFORMAMOS	PROPN	O
	QUE	VERB	O
	O	DET	O
	PRODUTO	NOUN	O
	ESTÁ	AUX	O
	DENTRO	ADV	O
	DAS	ADP	O
	ESPECIFICAÇÕES	NOUN	O
	.	PUNCT	O
Sentence: 67	O	DET	O
	MESMO	PROPN	O
	FOI	PROPN	O
	TESTADO	PROPN	O
	EM	ADP	O
	NOSSO	PROPN	O
	LABORATÓRIO	PROPN	O
	E	CCONJ	O
	NENHUM	PROPN	O
	PROBLEMA	PROPN	O
	FOI	AUX	O
	ENCONTRADO	NOUN	O
	COM	VERB	O
	A	DET	O
	CÂMERA	NOUN	O
	.	PUNCT	O
Sentence: 68	DESTA	ADP	O
	FORMA	NOUN	O
	,	PUNCT	O
	ESTAMOS	VERB	O
	EFETUANDO	NOUN	O
	A	DET	O
	DEVOLUÇÃO	NOUN	O
	DO	ADP	O
	EQUIPAMENTO	NOUN	O
	.	PUNCT	O
Sentence: 69	OBS	PROPN	O
	INFORMAMOS	PROPN	O
	QUE	VERB	O
	A	DET	O
	BATERIA	PROPN	O
	ESTAVA	VERB	O
	COMPLETAMENTE	PROPN	O
	DESCARREGADA	PROPN	O
	,	PUNCT	O
	SENDO	CCONJ	O
	ASSIM	NOUN	O
	,	PUNCT	O
	ORIENTAMOS	PROPN	O
	NÃO	ADV	O
	DEIXA-LA	PUNCT	O
	NO	ADP	O
	EQUIPAMENTO	NOUN	O
	QUANDO	ADV	O
	O	DET	O
	MESMO	PROPN	O
	NÃO	PROPN	O
	ESTIVER	PROPN	O
	EM	PROPN	O
	USO	PROPN	O
	,	PUNCT	O
	POIS	PROPN	O
	QUANDO	ADV	O
	ISSO	PROPN	O
	OCORRE	PROPN	O
	A	DET	O
	CÂMERA	PROPN	O
	NÃO	ADV	O
	CONSEGUE	VERB	O
	IDENTIFICAR	VERB	O
	A	DET	O
	BATERIA	PROPN	O
	PARA	PROPN	O
	EFETUAR	PROPN	O
	A	DET	O
	 	SPACE	O
	CARGA	NOUN	O
	.	PUNCT	O
Sentence: 70	Agora	ADV	O
	nos	ADP	O
	não	ADV	O
	podemos	VERB	O
	mas	CCONJ	O
	usar	VERB	O
	a	DET	O
	camera	NOUN	O
	ate	ADP	O
	o	DET	O
	fim	NOUN	O
	da	ADP	O
	carga	NOUN	O
	.	PUNCT	O
Sentence: 71	Se	SCONJ	O
	eu	PRON	O
	soubesse	VERB	O
	desta	ADP	O
	informação	NOUN	O
	antes	ADV	O
	eu	PRON	O
	não	ADV	O
	compraria	VERB	O
	ela	PRON	O
	.	PUNCT	O
Sentence: 72	A	DET	O
	camera	NOUN	O
	chegou	VERB	O
	hoje	ADV	O
	da	ADP	O
	assistÊncia	NOUN	O
	técnica	ADJ	O
	,	PUNCT	O
	irei	AUX	O
	fazer	VERB	O
	alguns	DET	O
	teste	NOUN	O
	agora	ADV	O
	,	PUNCT	O
	se	SCONJ	O
	continuar	VERB	O
	com	ADP	O
	o	DET	O
	mesmo	ADJ	O
	defeito	NOUN	O
	irei	VERB	O
	para	ADP	O
	a	DET	O
	justiça	NOUN	O
	para	SCONJ	O
	pegar	VERB	O
	o	DET	O
	meu	DET	O
	dinheiro	NOUN	O
	de	ADP	O
	volta	NOUN	O
	.	PUNCT	O
Sentence: 73	 	SPACE	O
	O	PRON	O
	que	PRON	O
	gostei	VERB	O
	:	PUNCT	O
	Não	ADV	O
	vale	VERB	O
	a	DET	O
	dor	NOUN	O
	de	ADP	O
	cabeça	NOUN	O
	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	A	DET	O
	bateria	NOUN	B-asp
	não	ADV	O
	pode	VERB	O
	zera	VERB	O
	(	PUNCT	O
	Chegar	VERB	O
	até	ADP	O
	o	DET	O
	fim	NOUN	O
	)	PUNCT	O
Sentence: 74	A	DET	O
	CÂMERA	PROPN	O
	DIGITAL	PROPN	O
	OLYMPUS	PROPN	O
	,	PUNCT	O
	VEM	VERB	O
	DESLIGANDO	PROPN	O
	SOZINHA	PROPN	O
	E	CCONJ	O
	EFETUANDO	PROPN	O
	RUÍDOS	PROPN	O
	,	PUNCT	O
	NÃO	INTJ	O
	PERMITINDO	PROPN	O
	SEU	DET	O
	USO	PROPN	O
	,	PUNCT	O
	MESMO	PROPN	O
	COM	PROPN	O
	BATERIA	PROPN	O
	CARREGADA	PROPN	O
	E	CCONJ	O
	CARTÃO	NOUN	O
	DE	DET	O
	MEMÓRIA	NOUN	O
	NA	ADP	O
	POSIÇÃO	NOUN	O
	CERTA	ADJ	O
	.	PUNCT	O
Sentence: 75	QUANDO	ADV	O
	OCORRE	PROPN	O
	DE	SCONJ	O
	SE	PRON	O
	CONSEGUIR	VERB	O
	LIGAR	PROPN	O
	ELA	NOUN	O
	,	PUNCT	O
	CONSEGUE-SE	PROPN	O
	APENAS	CCONJ	O
	AJUSTAR	PROPN	O
	A	DET	O
	DATA	NOUN	O
	/	PUNCT	O
	HORA	NOUN	O
	E	CCONJ	O
	AÍ	PROPN	O
	VAI	VERB	O
	PARA	VERB	O
	O	DET	O
	MENU	NOUN	O
	ONDE	PRON	O
	O	DET	O
	IDIOMA	NOUN	O
	VEM	VERB	O
	EM	ADP	O
	JAPONÊS	NOUN	O
	E	CCONJ	O
	TENTAR	VERB	O
	TROCAR	PROPN	O
	O	DET	O
	IDIOMA	NOUN	O
	,	PUNCT	O
	A	DET	O
	CÂMERA	PROPN	O
	COMEÇA	PROPN	O
	A	SCONJ	O
	FAZER	VERB	O
	RUÍDOS	NOUN	O
	E	CCONJ	O
	DESLIGA	PROPN	O
	SOZINHA	PROPN	O
	.	PUNCT	O
Sentence: 76	 	SPACE	O
	O	PRON	O
	que	PRON	O
	não	ADV	O
	gostei	VERB	O
	:	PUNCT	O
	câmera	NOUN	O
	muito	ADV	O
	ruim	ADJ	O
	,	PUNCT	O
	não	ADV	O
	arrisquem	VERB	O
	a	DET	O
	sorte	NOUN	O
	comprando	VERB	O
	.	PUNCT	O
